title,description,genre
curly sue,"Bill i mała Sue podróżują po kraju. Gdy spotykają Grey Allison, kobieta zaprasza ich do swojego domu.",family
i spit on your grave 2,"Kiedy młoda dziewczyna zostaje zgwałcona, decyduje się dokonać krwawej zemsty. ",thriller
john dies at the end," Na ulicznym rynku pojawia się nowy narkotyk zwany ""sosem sojowym"". Dilerzy zachwalają go jako dostarczający niezwykłych doznań środek, który umożliwia podróż w czasie i... ",fantasy
cave of forgotten dreams,"Dokument opowiada o&nbsp;jaskini Chauveta&nbsp;w południowej&nbsp;Francji, w której latem 1994 roku odkryto prehistoryczne malowidła sprzed ponad 30 tys. lat.",documentary
suburra," Miejscowy gangster, znany w przestępczym półświatku jako ""Samuraj"" (Claudio Amendola), chciałby zamienić mieszczące się niedaleko Rzymu spokojne miasteczko we włoskie Las... ",crime
z nurtem zycia,Dokument jest podróżą ukazującą już nieistniejące magiczne zakątki rzeki Skawy na tle nowo budowanego zbiornika wodnego w Świnnej Porębie.,documentary
spaceballs,"Zły Lord Hełmofon rozkazuje porwać księżniczkę Vespę, by móc zdobyć bezcenne zapasy powietrza z jej rodzinnej planety. Lone Starr, za namową ojca dziewczyny, wyrusza na ratunek.",comedy
dracula,"Rumuński książę, a w rzeczywistości wampir Vlad Dracula wyjeżdża do Londynu, gdzie mieszka kobieta przypominająca mu jego tragicznie utraconą ukochaną. ",horror
thor,"Syn władcy Asgardu - Thor walczy ze swoim bratem Lokim, aby uratować krainę Jotunheim.",fantasy
frequently asked questions about time travel,Trójka znajomych postanawia rozwiązać problem podróży w czasie.,comedy
voyage of time,Historia wszechświata od narodzin do ostatecznego upadku. ,documentary
devil,"Pięcioro osób zostaje uwięzionych w windzie. Z upływem godzin zaczynają się przekonywać, że to, co ich spotkało, nie było przypadkiem. ",horror
the wizard of oz,"Gdzieś za kolorową tęczą mieści się magiczna kraina Oz, w której Dorotka rozpoczyna swoją niezwykłą przygodę. ",family
toy story 3,"Andy idzie na studia, a jego zabawki trafiają do przedszkola. Chudy wraz z przyjaciółmi robi wszystko, by się stamtąd wydostać i wrócić do domu.",animation
mr. nice," Oparty na bestsellerowej, autobiograficznej powieści film, opowiada historię Howarda Marksa - absolwenta uniwersytetu w Oksfordzie i międzynarodowego przemytnika... ",biography
odnajde cie,"Lena zostaje uprowadzona. Matka policjantka, aby ją uratować, decyduje się popełnić przestępstwo. ",thriller
iron man,Tony Stark buduje supernowoczesną zbroję. Multimiliarder postanawia walczyć ze złem jako Iron Man.,action
song of the sea,"Sześcioletnia Sirsza udaje się ze swoim bratem w magiczną podróż, podczas której odkryje, co stało się z jej mamą i jaką wartość ma rodzina. ",animation
always be my maybe,Para przyjaciół z dzieciństwa po latach zakochuje się w sobie.,comedy
ghostland,"Po kilkunastu latach siostry wracają do swojego starego domu, w którym doszło do makabrycznej napaści. Koszmarne wspomnienie nie daje o sobie zapomnieć. ",horror
the condemned,"Dziesięciu więźniów skazanych na śmierć zostaje uwolnionych i przeniesionych do dżungli, gdzie walczą o życie.",action
waiting...,W jednym z amerykańskich barów zostaje zatrudniony nowy pracownik. Pozostała część załogi prowadzi żółtodzioba przez tajniki i sekrety ich zawodu. ,comedy
[rec],Reporterka telewizyjna wraz z kamerzystą śledzą akcję strażaków wezwanych do nagłego wypadku. Nagle dzieje się coś przerażającego i wszyscy zostają zamknięci w środku.,horror
mortal kombat: annihilation,Ziemia zostaje zaatakowana przez siły ciemności. Grupa mistrzów wschodnich sztuk walki usiłuje zapobiec katastrofie. ,fantasy
quantum of solace,"Agent 007 szuka osób odpowiedzialnych za śmierć ukochanej Vesper. Trop prowadzi do organizacji Quantum, której członkowie planują przejąć kontrolę nad wydobyciem jednego z najważniejszych surowców świata. ",thriller
the serpent and the rainbow,"Na zlecenie firmy farmaceutycznej, Dennis Allan udaje się na Haiti, aby zbadać działanie tajemniczego proszku, który zamienia ludzi w zombie. ",horror
drillbit taylor,"Troje uczniów zatrudnia ochroniarza, aby chronił ich przed znęcającymi się nad nimi kolegami ze szkoły. ",comedy
meet the robinsons,"Młody geniusz wyrusza w podróż do przyszłości, aby odzyskać swój wynalazek.",animation
walking with dinosaurs,"Kinowa wersja słynnego serialu BBC o prehistorycznych gadach, zrealizowana w cyfrowym 3D.",animation
elizabeth,"Elżbieta zostaje królową Anglii. Nie chcąc oddawać władzy, postanawia nie wychodzić za mąż. ",biography
pacific rim: uprising,"Jake porzuca kryminalne podziemie i jedna się z siostrą, aby uratować Ziemię przed kolejną inwazją Kaiju.",action
bratz,"Kiedy cztery najlepsze przyjaciółki rozpoczynają pierwszy rok w nowej szkole, ich relacje zostają wystawione na próbę.&nbsp;",family
dr. t and the women,"Żona znanego ginekologa trafia do szpitala psychiatrycznego, a on sam popada w konflikt z córkami. Mężczyzna postanawia uciec od problemów i nawiązuje romans.",drama
flying horse,"Lata 70. XIX wieku. Historia&nbsp;Eadwearda Muybridge'a, brytyjskiego pioniera fotografii oraz wynalazcy, który zastrzelił kochanka swojej żony, po czym został uniewinniony.",biography
replicant,Klon psychopatycznego mordercy ma pomóc w schwytaniu swego pierwowzoru.,action
haunter,"Duch zmarłej dziewczyny nawiedza nastolatkę, Olivię, którą chce ostrzec i uchronić przed złym losem. ",horror
den skaldede frisr,"Gdy walcząca z rakiem Ida dowiaduje się, że mąż ją zdradza, wyjeżdża do Włoch na ślub córki. Tam poznaje cierpiącego po stracie żony wdowca. ",comedy
all the boys love mandy lane,Grupa chłopaków zaprasza piękną Mandy Lane na imprezę. Podczas zabawy adoratorzy dziewczyny zaczynają znikać w tajemniczych okolicznościach.,horror
i come with the rain,"Prywatny detektyw, niegdyś policjant z Los Angeles, udaje się do Hongkongu w poszukiwaniu zaginionego syna miliardera.",crime
the curious case of benjamin button,"Historia Benjamina Buttona, który zamiast starzeć się - młodniał.",fantasy
the muppets,"Muppety ponownie się jednoczą i dają na scenie popis swoich talentów, by uzbierać środki niezbędne do uratowania starego teatru.",family
harriet,Harriet Tubman ucieka z niewoli i zaczyna działać&nbsp;w podziemiu&nbsp;jako abolicjonistka.,biography
13 going on 30,Rozczarowana życiem trzynastolatka pragnie być dorosła. Jej marzenie się spełnia.,fantasy
dead man down,"Żądna zemsty kobieta uwodzi Victora, będącego prawą ręką nieuchwytnego, nowojorskiego kryminalisty.",thriller
bowfinger,Reżyser Bobby Bowfinger znajduje się na granicy bankructwa. Ostatnią szansą odniesienia sukcesu w Hollywood jest nakręcenie kasowego filmu z udziałem gwiazdy kina akcji. ,comedy
blood simple,"Żona bogatego właściciela baru ma romans. Kiedy ten dowiaduje się o zdradzie, wynajmuje prywatnego detektywa, by zabił niewierną małżonkę i jej kochanka.&nbsp; ",drama
pleasure,Dwudziestoletnia Bella przeprowadza się ze Szwecji do Los Angeles aby zostać gwiazdą porno. ,drama
spy kids 2: island of lost dreams,"Mali agenci wybierają się na tajemniczą wyspę, gdzie bazę wypadową urządził sobie szalony naukowiec. ",family
creep,"Aaron odpowiada na ogłoszenie o pracę umierającego Josefa, który chce sfilmować jeden dzień z życia dla nienarodzonego syna. Intencje pracodawcy wzbudzają u zatrudnionego podejrzenia.",thriller
the italian job," Charlie Croker to szykowny rabuś i uwodziciel, który dopiero co opuścił więzienie. Aby uniknąć kary za recydywę, swój nowy skok chce zorganizować za granicą, we Włoszech.... ",action
reasonable doubt,"Życie prokuratora okręgowego wywraca się do góry nogami, gdy za morderstwo, które popełnił zostaje aresztowany i oskarżony niewinny człowiek. ",crime
frozen ii,Elsa i Anna wraz z przyjaciółmi udają się do Zaczarowanego Lasu w poszukiwaniu pomocy dla swego Królestwa.,animation
the dogs of war,"Brytyjski koncern organizuje w afrykańskim państwie przewrót wojskowy, aby przejąć wydobycie bogatych złóż mineralnych. Wykorzystuje do tego ekipę najemników.",thriller
funny games,"Małżeństwo z dzieckiem wybiera się do domku letniskowego nad jeziorem. Wkrótce spotykają dwóch młodzieńców, którzy okazują się sadystycznymi psychopatami. ",drama
oblawa,"II wojna światowa. Kapral Wydra, żołnierz partyzanckiego oddziału, zmaga się nie tylko z Niemcami i polskimi zdrajcami, ale także z własną przeszłością.",thriller
book of life," Joaquin i Manolo wyruszają w podróż, dzięki której poznają, kim naprawdę są. ",animation
shaun the sheep movie: farmageddon,Na farmie baranka Shaun ląduje obdarzona niesłychanymi mocami i nieodpartym urokiem przybyszka z odległej galaktyki.,animation
bedtime stories,"Wieczorami pracownik hotelu sprawuje opiekę nad siostrzeńcami. Historie, które opowiada dzieciom na dobranoc zaczynają się urzeczywistniać.",family
the order,"Młody ksiądz zostaje wysłany do Rzymu, gdzie bada tajemniczą śmierć zwierzchnika swojego zakonu. ",horror
kochaj i rob co chcesz,Niedoszły artysta muzyki poważnej postanawia zrobić karierę w branży disco-polo.,comedy
goodbye christopher robin," A.A. Milne wraz z żoną i synem przeprowadza się na wieś, gdzie tworzy powieść o Kubusiu Puchatku. ",biography
naboer,John nawiązuje nietypową relację z dwiema atrakcyjnymi sąsiadkami. ,thriller
w jak morderstwo,"Nieaktywna zawodowo matka i&nbsp;zapalona czytelniczka kryminałów odkrywa najskrytsze tajemnice mieszkańców niewielkiego miasta, podążając śladami morderstwa pewnej kobiety.",crime
3 men and a baby,Pod drzwiami trzech mężczyzn zostaje podrzucone niemowlę.,family
asterix &amp; obelix: mission cleopatre,"Asterix, Obelix i Panoramix wyruszają do Egiptu, by pomóc architektowi Numernabisowi. Ma on zaledwie trzy miesiące na wybudowanie pałacu dla Kleopatry. ",family
lockout,"Córka prezydenta USA staje się zakładniczką, gdy na orbitalnej stacji kosmicznej wybucha bunt. Charyzmatyczny agent Snow wyrusza z misją ratunkową. ",thriller
one missed call,"Grupa osób zaczyna otrzymywać wiadomości głosowe, które zawierają datę, godzinę oraz niektóre szczegóły ich śmierci.",horror
the chronicles of narnia: the silver chair,"Eustachy i Julia Pole zostają wezwani do Narnii, aby odnaleźć syna Kaspiana X, królewicza Riliana. W misji pomaga dzieciom błotowij,&nbsp;Błotosmętek.",family
its kind of a funny story,"Cierpiący na depresję nastolatek trafia na oddział psychiatryczny, gdzie otrzymuje szansę na nowy początek.",drama
victoria and abdul,"Historia przyjaźni królowej Wiktorii i jej hinduskiego sekretarza, Abdula Karima. ",biography
the smurfs 2,"Gargamel porywa Smerfetkę, by pomogła mu ożywić stworzone przez niego Smerfopodobne. ",family
grudge match,"Dwóch dawnych rywali bokserskich postanawia stanąć na ringu po raz ostatni, by wyjaśnić, który z nich jest lepszy. ",comedy
eliza graves,"Do Stonehearst, zakładu dla obłąkanych, przybywa młody absolwent medycyny - Edward Newgate. Eliza Graves jest tam jedną z pacjentek.",thriller
pirates of the caribbean: dead men tell no tales,"Złowrogi korsarz ucieka z mitycznego więzienia i planuje zgładzić wszystkich piratów na morzach. Aby mu przeszkodzić, Jack Sparrow musi zdobyć Trójząb Posejdona.",fantasy
the guest,"Zwolniony ze służby żołnierz zaprzyjaźnia się z rodziną kolegi, który zginął na misji. Po tym, jak zostaje przyjęty do ich domu, w okolicy mają miejsce serie niewyjaśnionych morderstw.",thriller
batoru rowaiaru,"Uczniowie losowo wybranej klasy zostają umieszczeni na bezludnej wyspie, gdzie walczą o przeżycie, zabijając się nawzajem.",thriller
le ballon rouge,Chłopiec i balonik zostają nierozłączną parą przyjaciół. ,family
pixels,"Prezydent USA powołuje ekspertów od gier wideo do walki z obcymi, którzy zaatakowali Nowy Jork. ",comedy
judy,Zima 1968 roku. Ciesząca się ogromną popularnością Judy Garland przybywa do Londynu na serię koncertów. ,biography
un amour de sorciere,"Czarownica&nbsp;Morgane szuka wśród ludzi ojca chrzestnego dla syna, by ochronić go przed siłami zła. Idealnym kandydatem wydaje się&nbsp;amerykański naukowiec.",fantasy
once upon a time in mexico, Skorumpowany agent CIA zleca muzykowi El Mariachi zadanie zapobiegnięcia zabójstwu prezydenta Meksyku. ,action
farinelli,"Rodzina kastruje młodego Carlo, aby zachować jego unikatowy głos. Wkrótce wyrasta on na wielkiego artystę. ",biography
marie antoinette,"Nastoletnia austriacka księżniczka zostaje wydana za francuskiego następcę tronu. Dziewczyna szybko uczy się życia na obcym sobie dworze, lecz jako bohaterka licznych skandali zaczyna wzbudzać coraz większą niechęć poddanych.",biography
el angel,"Carlito, niewinnie wyglądający chłopak o twarzy anioła, popełnia drobne przestępstwa na ulicach Buenos Aires. Wkrótce po tym, gdy poznaje Ramona, staje się brutalnym mordercą.",biography
the fighter,"Znajdujący się w beznadziejnej sytuacji rodzinnej Micky Ward, były bokser, za sprawą swojej dziewczyny postanawia stanąć do walki o mistrzowski tytuł.",biography
crooked house,"Prywatny detektyw pracuje nad rozwiązaniem zagadki śmierci dziadka swojej byłej dziewczyny, zanim zrobi to Scotland Yard i ujawni rodzinne tajemnice.",crime
fur: an imaginary portrait of diane arbus,"Gdy Diane Arbus poznaje ekscentrycznego sąsiada, zaczyna tworzyć nietypowe fotografie.",biography
ivanovo detstvo,Podczas II wojny światowej osierocony chłopiec uczestniczy w akcjach zwiadowczych.,drama
l.a. confidential,"Los Angeles, rok 1953. Trzech działających niezależnie od siebie funkcjonariuszy policji próbuje rozwiązać sprawę wielokrotnego zabójstwa w nocnym barze. ",crime
the wrong missy,"Tim myśli, że zaprosił kobietę swoich marzeń na wspólny wyjazd na Hawaje. Jednak pomyłkowo skierował zaproszenie do kobiety, z którą przeżył randkę rodem z koszmaru.",comedy
the grandmother," Bity i zaniedbywany przez rodziców, samotny chłopiec przemierza rozległe mroki przepełnionego cierpieniem domu rodzinnego. Na strychu odkrywa tajemniczą torbę z nasionami... ",animation
mousehunt,Dwóch braci zamierza wystawić na licytację starą posiadłość odziedziczoną po zmarłym ojcu. Przedtem jednak muszą pozbyć się zamieszkującej tam myszy.,family
a lonely place to die," Grupa alpinistów, prowadzona przez Alison (Melissa George) praktykuje wspinaczkę na najbardziej niebezpiecznym górzystym terenie Szkocji. Nagle jeden z nich słyszy dziwne... ",crime
the hangover part iii,"Po śmierci ojca Alana Phil, Stu i Doug postanawiają pocieszyć kumpla z watahy. Za sprawą Chowa, który ukradł sporo kasy, znów wpadną w tarapaty. ",comedy
lovelace,"Pochodząca z konserwatywnej rodziny Linda poślubia starszego od siebie producenta filmowego, Chucka. Wkrótce mężczyzna nakłania ją do wystąpienia w filmie porno. ",biography
heart of a dog,Dokument multimedialnej artystki będący przemyśleniami nad jej związkiem z ukochanym terrierem. ,documentary
house of gucci,"Historia Patrizii Reggiani, byłej żony Maurizio Gucciego, która planowała zabić swojego męża, wnuka znanego projektanta mody Guccio Gucci.",biography
konopielka,"Uporządkowane życie chłopa Kaziuka burzy młoda nauczycielka, która zostaje przydzielona do niego na kwaterę. ",comedy
click,"Goniący za karierą architekt otrzymuje od nowo poznanego sprzedawcy pilota, dzięki któremu może kontrolować różne części swojego życia. ",fantasy
the matrix,"Haker komputerowy Neo dowiaduje się od tajemniczych rebeliantów, że świat, w którym żyje, jest tylko obrazem przesyłanym do jego mózgu przez roboty.",action
asterix et les vikings,"Do wioski Galów przybywa bratanek wodza, Trendix, z którego Asterix i Obelix chcą zrobić prawdziwego mężczyznę. Wkrótce potem w okolicy pojawiają się wikingowie. ",animation
overdrive,"Dwaj bracia trudniący się kradzieżą luksusowych samochodów jadą do Francji, gdzie podpadają lokalnej mafii.",action
bird,Saksofonista Charlie zaczyna tracić kontrolę nad swoim życiem oraz karierą wskutek uzależnienia od alkoholu i narkotyków.,biography
the island,"Połowa XXI wieku. Kiedy Lincoln Sześć Echo i Jordan Dwa Delta mieszkający w zamkniętym ośrodku orientują się, że są oszukiwani, postanawiają uciec.",action
the fifth estate,"Julian Assange i Daniel Domscheit-Berg zakładają WikiLeaks, ujawniając skrywane sekrety rządowe oraz przestępstwa wielkich korporacji. ",biography
abre los ojos,"Bogaty kobieciarz zakochuje się w dziewczynie przyjaciela. Następnego dnia ulega wypadkowi, podczas którego jego twarz zostaje oszpecona. ",drama
planet terror,Grupa ludzi próbuje przeżyć w świecie opanowanym przez zombie.,horror
serpico,Historia Franka Serpico podejmującego samotną walkę z korupcją w szeregach nowojorskiej policji. ,biography
titan a.e.,"W piętnaście lat po zniszczeniu Ziemi przez bezwzględnych Drejów, zawadiacki młodzieniec Cale wyrusza wraz z załogą w kosmiczną podróż, by odnaleźć legendarny statek Titan - ostatnią nadzieję na przetrwanie gatunku ludzkiego.",animation
southland tales," Los Angeles, rok 2008. Kulminacja niespotykanych dotąd upałów przypada na Dzień Niepodległości. Na zaplanowanym tego dnia przyjęciu zbiegają się losy filmowego gwiazdora... ",drama
the ring two,"Rachel wraz z synem przeprowadza się, by rozpocząć&nbsp;życie od nowa. Samara nie pozwala jednak o sobie zapomnieć.",horror
ghosts," Film opowiada historię Maestro obdarzonego nadprzyrodzonymi mocami, który jest zmuszony przez burmistrza do opuszczenia miasteczka. Broniąc się przed przymusową eksmisją... ",horror
la chtite famille,"Genialny projektant wnętrz ulega amnezji. Wydaje mu się, że ma 17 lat i zapomina, iż nie utrzymuje już kontaktów ze swoją rodziną. ",comedy
shanghai knights,"Dwaj przyjaciele próbują zapobiec spiskowi uśmiercenia rodziny królewskiej, przy okazji dokonując prywatnej zemsty na mordercach ojca Chona. ",comedy
hands of stone,"Historia życia Roberto Durána - wielokrotnego bokserskiego mistrza świata, który walczył na przestrzeni pięciu dekad.",biography
the sorcerers apprentice,Nieśmiały nastolatek uczy się magii pod okiem doświadczonego czarodzieja. Wkrótce będzie musiał wykorzystać nowo nabytą wiedzę w starciu z siłami ciemności.,fantasy
saved!," Mary i jej najlepsza przyjaciółka Hilary rozpoczynają właśnie ostatni rok nauki w chrześcijańskim liceum. Dziewczyny rozpiera żarliwa religijność, chęć naprawy świata i... ",comedy
ja wam pokaze!,"Judyta wiedzie spokojne życie u boku swojego ukochanego. Sprawy się komplikują, kiedy Adam dostaje prace za granicą.",comedy
charlie and the chocolate factory,"Ubogi Charlie Bucket znajduje jeden z pięciu złotych biletów, który umożliwia mu zwiedzenie ogromnej fabryki czekolady.",family
safelight," Dramat o dojrzewaniu rozgrywający się w latach 70. XX wieku. Charles (Evan Peters), młody chłopak z porażeniem mózgowym, opiekuje się swoim umierającym ojcem. Aby zarobić... ",drama
superman iv: the quest for peace,"Lex Luthor ucieka z więzienia i tworzy człowieka, który siłą dorównuje Supermanowi.",action
jak rozpetalem druga wojne swiatowa,"Pechowy szeregowiec Franek Dolas myśli, że rozpętał II wojnę światową. Chcąc zabłysnąć bohaterskimi czynami, plącze się w coraz większe tarapaty.",comedy
scary movie 3,"Cindy Campbell jest dziennikarką tropiącą zjawiska nadprzyrodzone. Postanawia zbadać zagadkę tajemniczej kasety, która sprowadza śmierć na każdego, kto ją obejrzy. ",comedy
paddington 2,"Pomyłkowo osadzony w areszcie, wśród zepsutych do szpiku kości typów spod ciemnej gwiazdy, Paddington zrobi wszystko, by złapać prawdziwego złodzieja tajemniczej książki.",family
the shaggy dog,Zastępca prokuratora zostaje ugryziony przez psa. Mężczyzna pod wpływem emocji zaczyna zmieniać się w czworonoga.,family
proceder,"Historia Tomasza Chady - rapera, który ginie niespodziewanie w 2018 roku. Śmierć muzyka szokuje wszystkich wokół. ",biography
rozmowy noca,"Matylda po wielu miłosnych rozczarowaniach postanawia porzucić poszukiwania tego jedynego, ale marzy o dziecku. Daje do gazety dość nietypowe ogłoszenie, na które odpowiada Bartek.",comedy
get on up,"Droga na szczyt sławy Jamesa Browna, który pomimo ubóstwa i przeciwności losu staje się jednym z najbardziej wpływowych muzyków w historii. ",biography
the italian job,"Grupa ekskluzywnych złodziei kradnie w Wenecji sejf ze sztabami złota. Kiedy akcja się udaje, jeden z nich próbuje wyeliminować resztę.",thriller
ostatni komers,Grupa młodzieży kończąca naukę w gimnazjum przygotowuje się do ostatniej imprezy.,drama
good," Niemcy, lata 30. XX wieku. Profesor akademicki John Halder (Viggo Mortensen) jest uczciwym i porządnym człowiekiem. Jego życie to nie bajka. Opiekuje się neurotyczną... ",drama
the wrong trousers,Nowy współlokator Wallace'a - pingwin wykorzystuje tytułowy prezent urodzinowy Gromita do niecnych celów. ,animation
yut doi jung si,"Opowieść o losach Ip Mana, która jest inspirowana życiem i czasami legendarnego mistrza kung fu.",biography
grace of monaco,"Ikona kina poślubia księcia&nbsp;Rainiera III i porzuca karierę, by pełnić obowiązki księżnej Monako.",biography
antz," Mrówka Z-4195 jest zwykłym robotnikiem, żyjącym w miliardowej, podzielonej na kasty społeczności. Pewnego dnia zakochuje się w pięknej księżniczce Bali. Mimo, że sytuacja... ",animation
the chronicles of narnia: the voyage of the dawn treader,"Edmund i Łucja Pevensie powracają do Narnii, lecz tym razem towarzyszy im kuzyn Eustachy. Dzieci spotykają się z Kaspianem, który płynie na poszukiwanie siedmiu zaginionych baronów. ",family
saam gaang yi," Trzy nowele ukazujące okrucieństwo człowieka. Pierwsza ""Box"" jest historią dwóch sióstr i ukazuje tajemnicę jednej z nich. Druga ""Dumpling"" to opowieść o tym, do czego... ",horror
boy erased,Dziewiętnastoletni chłopak zostaje wysłany na terapię konwersyjną w celu wyleczenia z homoseksualizmu.,biography
nixon,"Prezydent USA, Richard Nixon, razem ze swoją ekipą zmaga się z następstwami włamania do kompleksu Watergate. Grozi mu utrata piastowanego stanowiska.",biography
wrath of the titans,"Perseusz ponownie wyrusza w niebezpieczną podróż, by uratować Zeusa przed Aresem i Hadesem, którzy pragną rozpętać piekło na ziemi.",fantasy
potiche,"Gdy szef fabryki parasolek zostaje odsunięty od władzy przez zbuntowanych pracowników, jego niepozorna żona bierze sprawy w swoje ręce.",comedy
alpha and omega,"Kiedy dwa wilczki z różnych stad zostają porwane, łączą siły, by wrócić do domu. ",animation
unknown,"Doktor Martin Harris budzi się po wypadku samochodowym w Berlinie i odkrywa, że żona go nie rozpoznaje, a jego tożsamość przyjął inny mężczyzna.",thriller
spider-man: no way home,"Kiedy cały świat dowiaduje się, że pod maską Spider Mana skrywa się Peter Parker, superbohater decyduje się zwrócić o pomoc do Doktora Strange'a.",action
the zookeepers wife,"Opiekunowie warszawskiego zoo, państwo Żabińscy, próbują ocalić setki ludzi i zwierząt podczas niemieckiej okupacji. ",biography
a metamorfose dos passaros,"Opowieść będąca wędrówką przez losy trzech pokoleń, w centrum której znajduje się figura matki zapewniającej korzenie, ale i gałęzie, od których można się odbić, by odfrunąć.",documentary
populaire,"Młoda dziewczyna udaje się na rozmowę kwalifikacyjną do jednej z firm. Właściciel oferuje jej pracę pod warunkiem, że weźmie udział w zawodach maszynistek.",comedy
thank you for your service," Grupa żołnierzy powraca z misji w Iraku. Witani jak bohaterowie, oczekiwani przez rodziny, nie mogą odnaleźć się w cywilnej codzienności. Dręczeni przez traumy, poczucie... ",biography
subway,Fred kradnie cenne dokumenty z domu zamożnej kobiety. Schronienie znajduje w paryskim metrze.,drama
les combattants,"Spokojny Arnaud zakochuje się w twardej i trudnej do zdobycia Madeleine. Gdy mroczne wizje dziewczyny zaczną się spełniać, znajdą się w niebezpieczeństwie. ",comedy
into the wild,"Christopher kończy studia, ale zamiast poświęcić się karierze zawodowej, wyrusza autostopem w kierunku Alaski. ",biography
prayers for bobby,"Młody homoseksualista Bobby, próbuje uzyskać akceptację głęboko wierzącej matki. ",biography
the tigger movie," Disnejowska wersja przygód bohaterów powieści Milne'a. Wymyśliła je i spisała Jun Falkenstein. Główny bohater - Tygrys - zaczyna się czuć samotny w Stumilowym Lesie, mimo... ",animation
rise of the guardians,"Bohaterowie z baśni dla dzieci, m.in. Święty Mikołaj, Królik Wielkanocny i Jack Mróz, łączą siły, aby przezwyciężyć Króla Ciemności imieniem Mrok, nim sprowadzi on na świat wieczną ciemność.",animation
"visages, villages"," Agnès Varda, francuska fotografka i&nbsp;reżyserka filmowa, przedstawicielka francuskiej Nowej Fali, laureatka honorowego Oscara za&nbsp;całokształt twórczości oraz&nbsp;honorowego... ",documentary
bird on a wire,"Rick jest objęty programem ochrony świadków. Niespodziewanie spotyka swoją byłą dziewczynę, która myślała, że nie żyje. ",comedy
x-men: first class,"Sebastian Shaw i jego sojusznicy chcą wywołać konflikt, który może zagrozić całemu światu. Jedyną nadzieją dla ludzkości są X-meni.",action
ida,"Przed złożeniem ślubów zakonnych Anna zgodnie z zaleceniem matki przełożonej odwiedza swoją ciotkę. Razem ruszają w podróż, która pomoże im obu odkryć, kim są. ",drama
"quo vadis, aida?",Do Srebrenicy wkraczają oddziały serbskie. Pracująca dla ONZ tłumaczka Aida próbuje ocalić swoją rodzinę. ,drama
the sixth sense,Psycholog dziecięcy próbuje pomóc ośmioletniemu chłopcu widzącemu zmarłych poradzić sobie z tym niezwykłym darem.,thriller
the foreigner,Mężczyzna postanawia dokonać zemsty na terrorystach IRA odpowiedzialnych za śmierć jego córki. Trop wiedzie do członka brytyjskiego rządu. ,thriller
the hobbit: an unexpected journey,"Hobbit Bilbo Baggins, przy udziale czarodzieja Gandalfa, dołącza do kompanii krasnoludów pod dowództwem Thorina Dębowej Tarczy. Celem ich wyprawy jest wydarcie Samotnej Góry i jej bogactw spod władzy smoka Smauga. ",fantasy
monsters vs. aliens,Trafiona przez spadający meteoryt Susan zamienia się w olbrzymkę i trafia do ściśle strzeżonego ośrodka dla potworów. Wkrótce wraz z grupą przyjaciół dziewczyna stawia czoła inwazji kosmitów.,animation
death wish,"Zdesperowany chirurg postanawia zemścić się na gangsterach, którzy brutalnie napadli na jego rodzinę.",thriller
ghost dad,"Owdowiały biznesmen ginie w wypadku samochodowym. Jego duch powraca do domu, by zaopiekować się rodziną. ",family
brawl in cell block 99, Po nieudanym przemycie narkotyków były bokser trafia do więzienia.,crime
everly,Ukrywająca się w swoim apartamencie kobieta stawia czoła licznej grupie morderców nasłanych przez jej byłego chłopaka - szefa mafii.,action
dreamer: inspired by a true story,"Obiecująca klacz wyścigowa,&nbsp;Soñador, łamie podczas gonitwy nogę w związku z czym ma zostać uśpiona. Życie ratuje jej trener, Ben Crane, który zamiast odprawy przyjmuje ranne zwierzę, mając nadzieję, że je wyleczy.",family
mistyfikacja,"Wydalony z uczelni student prowadzi śledztwo mające udowodnić, że samobójstwo Witkacego było upozorowane i artysta wciąż żyje. ",crime
within the whirlwind," Jest rok 1937. Eugenia Ginzburg, ideowa komunistka, wykłada literaturę rosyjską na uniwersytecie w Kazaniu. Jej mąż jest członkiem lokalnego komitetu WKP(b). Rodzina... ",biography
miejsce urodzenia,"Henryk Grynberg, Żyd ocalały z Zagłady, wraca po 50 latach do rodzinnej wioski, aby poznać losy brata i ojca. ",documentary
mauvais sang," Na stacji paryskiego metra gangster Jean wpada pod pociąg. Nie wiadomo, czy było to morderstwo, czy samobójstwo. Marc, jego wspólnik, który mieszka z piękną Anną, sądzi,... ",crime
wrong turn 5: bloodlines,Podczas imprezy halloweenowej w małym miasteczku zjawiają się kanibale.,horror
the divergent series: allegiant,"Beatrice Prior i&nbsp;Tobias Eaton wyruszają poza ogrodzenie miasta, gdzie zostają zabrani do aresztu prewencyjnego przez Biuro Opieki Genetycznej.",action
le petit prince,"Mały Książę opowiada swoją historię pilotowi, którego samolot rozbił się na Saharze.",animation
d.e.b.s.,"Cztery agentki obdarzone wyjątkowymi umiejętnościami otrzymują swoje pierwsze zadanie, jakim jest schwytanie przebiegłej szefowej mafii.",action
"dr. mabuse, der spieler - ein bild der zeit","Frankfurt. Miejscowy policjant usiłuje powstrzymać przywódcę organizacji przestępczej, który planuje skok na giełdę papierów wartościowych. ",crime
schutzengel,"Ex-żołnierz zostaje przydzielony do ochrony sieroty, która była świadkiem straszliwej zbrodni.",thriller
the art of flight," Dokument obrazuje ekstremalne oblicze snowboardu. Niesamowite triki wykonywane poza oficjalnymi szlakami, zjazdy z dziewiczych stoków, ukazanie ekstremalnych ewolucji -... ",documentary
